id,name,source_url,photo_url,has_public_photo,photo_quality_ok,no_party_logo_or_rosette,duplicate_of,review_status,notes
sen-mircea-abrudean,ABRUDEAN Mircea,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7ff0cd22-7bbb-4ca8-ada1-0473697459bd,https://www.senat.ro/Poze/Senatori/2024/Abrudean_Mircea_2025_v4.jpg,true,true,true,,approved,Official Senate portrait checked for the local demo seed.
