id,name,slug,party_key,party_label,chamber,constituency,photo_url,source_url,active,review_status
sen-tanasescu-alina-elena,TĂNĂSESCU Alina-Elena,tanasescu-alina-elena,PSD,PSD,Senat,Circumscripţia electorală nr.17 Dolj,/photos/portraits/sen-tanasescu-alina-elena.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=be0ed528-f7e8-43f5-a47e-e2f52e95a17c,true,approved
sen-turos-lorand,TUROS Lóránd,turos-lorand,UDMR,UDMR,Senat,Circumscripţia electorală nr.32 Satu Mare,/photos/portraits/sen-turos-lorand.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3354f56c-a3e7-4cea-9dde-e3bd730d7b7f,true,approved
sen-varga-glad-aurel,VARGA Glad-Aurel,varga-glad-aurel,PNL,PNL,Senat,Circumscripţia electorală nr.02 Arad,/photos/portraits/sen-varga-glad-aurel.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=dac88f11-d51d-43e7-b5c0-e5692e92c4e1,true,approved
sen-vasile-marian,VASILE Marian,vasile-marian,AUR,AUR,Senat,Circumscripţia electorală nr.17 Dolj,/photos/portraits/sen-vasile-marian.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0460dbeb-6caa-41f0-aead-ea380a592fde,true,approved
sen-vantu-cristian,VÂNTU Cristian,vantu-cristian,AUR,AUR,Senat,Circumscripţia electorală nr.28 Mureş,/photos/portraits/sen-vantu-cristian.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=27b719e9-fa14-4f74-a01c-eb955ce9f0ec,true,approved
sen-vela-gheorghe,VELA Gheorghe,vela-gheorghe,NEAFILIATI,Neafiliati,Senat,Circumscripţia electorală nr.11 Caraş-Severin,/photos/portraits/sen-vela-gheorghe.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f1658cfa-9aea-415d-8ef2-ec0e6e4046fc,true,approved
sen-vlahu-nicolae,VLAHU Nicolae,vlahu-nicolae,AUR,AUR,Senat,Circumscripţia electorală nr.14 Constanţa,/photos/portraits/sen-vlahu-nicolae.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f6b7345b-82ca-43bf-9b7e-efe5c038b2a0,true,approved
sen-vlaescu-virgiliu-george,VLĂESCU Virgiliu-George,vlaescu-virgiliu-george,AUR,AUR,Senat,Circumscripţia electorală nr.35 Suceava,/photos/portraits/sen-vlaescu-virgiliu-george.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=aec2401e-7bfd-4c9f-9f67-f418bcdc5be5,true,approved
sen-zamfir-daniel-catalin,ZAMFIR Daniel-Cătălin,zamfir-daniel-catalin,PSD,PSD,Senat,Circumscripţia electorală nr.42 Bucureşti,/photos/portraits/sen-zamfir-daniel-catalin.jpg,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=94bb9130-2698-4509-9bea-ffcedf3dac7f,true,approved
dep-51-adrian-caciu,Adrian Câciu,adrian-caciu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-51-adrian-caciu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=51&cam=2&leg=2024,true,approved
dep-98-adrian-echert,Adrian Echert,adrian-echert,USR,USR,Camera Deputatilor,circumscriptia electorala nr.34 SIBIU,/photos/portraits/dep-98-adrian-echert.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=98&cam=2&leg=2024,true,approved
dep-126-adrian-giurgiu,Adrian Giurgiu,adrian-giurgiu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-126-adrian-giurgiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=126&cam=2&leg=2024,true,approved
dep-203-adrian-mocanu,Adrian Mocanu,adrian-mocanu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.10 BUZĂU,/photos/portraits/dep-203-adrian-mocanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=203&cam=2&leg=2024,true,approved
dep-281-adrian-solomon,Adrian Solomon,adrian-solomon,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.39 VASLUI,/photos/portraits/dep-281-adrian-solomon.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=281&cam=2&leg=2024,true,approved
dep-328-adrian-wiener,Adrian Wiener,adrian-wiener,USR,USR,Camera Deputatilor,circumscriptia electorala nr.2 ARAD,/photos/portraits/dep-328-adrian-wiener.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=328&cam=2&leg=2024,true,approved
dep-81-adrian-felician-cozma,Adrian-Felician Cozma,adrian-felician-cozma,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.32 SATU-MARE,/photos/portraits/dep-81-adrian-felician-cozma.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=81&cam=2&leg=2024,true,approved
dep-187-adrian-miroslav-merka,Adrian-Miroslav Merka,adrian-miroslav-merka,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-187-adrian-miroslav-merka.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=187&cam=2&leg=2024,true,approved
dep-56-adrian-virgil-ciobanu,Adrian-Virgil Ciobanu,adrian-virgil-ciobanu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.29 NEAMŢ,/photos/portraits/dep-56-adrian-virgil-ciobanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=56&cam=2&leg=2024,true,approved
dep-309-adriana-diana-tusa,Adriana Diana Tuşa,adriana-diana-tusa,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-309-adriana-diana-tusa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=309&cam=2&leg=2024,true,approved
dep-204-alexandrin-moiseev,Alexandrin Moiseev,alexandrin-moiseev,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.7 BOTOŞANI,/photos/portraits/dep-204-alexandrin-moiseev.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=204&cam=2&leg=2024,true,approved
dep-33-alexandru-bordian,Alexandru Bordian,alexandru-bordian,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.18 GALAŢI,/photos/portraits/dep-33-alexandru-bordian.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=33&cam=2&leg=2024,true,approved
dep-249-alexandru-popa,Alexandru Popa,alexandru-popa,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.9 BRĂILA,/photos/portraits/dep-249-alexandru-popa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=249&cam=2&leg=2024,true,approved
dep-264-alexandru-rafila,Alexandru Rafila,alexandru-rafila,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.24 IAŞI,/photos/portraits/dep-264-alexandru-rafila.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=264&cam=2&leg=2024,true,approved
dep-270-alexandru-florin-rogobete,Alexandru-Florin Rogobete,alexandru-florin-rogobete,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-270-alexandru-florin-rogobete.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=270&cam=2&leg=2024,true,approved
dep-7-alexandru-ioan-andrei,Alexandru-Ioan Andrei,alexandru-ioan-andrei,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.19 GIURGIU,/photos/portraits/dep-7-alexandru-ioan-andrei.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=7&cam=2&leg=2024,true,approved
dep-124-alexandru-mihai-ghigiu,Alexandru-Mihai Ghigiu,alexandru-mihai-ghigiu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-124-alexandru-mihai-ghigiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=124&cam=2&leg=2024,true,approved
dep-90-alexandru-paul-dimitriu,Alexandru-Paul Dimitriu,alexandru-paul-dimitriu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-90-alexandru-paul-dimitriu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=90&cam=2&leg=2024,true,approved
dep-285-alin-bogdan-stoica,Alin-Bogdan Stoica,alin-bogdan-stoica,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-285-alin-bogdan-stoica.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=285&cam=2&leg=2024,true,approved
dep-129-alina-stefania-gorghiu,Alina-Ştefania Gorghiu,alina-stefania-gorghiu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.3 ARGEŞ,/photos/portraits/dep-129-alina-stefania-gorghiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=129&cam=2&leg=2024,true,approved
dep-73-allen-coliban,Allen Coliban,allen-coliban,USR,USR,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-73-allen-coliban.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=73&cam=2&leg=2024,true,approved
dep-21-ana-marcela-bas,Ana-Marcela Baş,ana-marcela-bas,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.37 TIMIŞ,/photos/portraits/dep-21-ana-marcela-bas.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=21&cam=2&leg=2024,true,approved
dep-268-ana-smaranda-rinder,Ana-Smaranda Rinder,ana-smaranda-rinder,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.39 VASLUI,/photos/portraits/dep-268-ana-smaranda-rinder.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=268&cam=2&leg=2024,true,approved
dep-113-anamaria-gavrila,Anamaria Gavrilă,anamaria-gavrila,POT,POT,Camera Deputatilor,circumscriptia electorala nr.22 HUNEDOARA,/photos/portraits/dep-113-anamaria-gavrila.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=113&cam=2&leg=2024,true,approved
dep-155-ancuta-florina-irimia,Ancuţa-Florina Irimia,ancuta-florina-irimia,POT,POT,Camera Deputatilor,circumscriptia electorala nr.24 IAŞI,/photos/portraits/dep-155-ancuta-florina-irimia.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=155&cam=2&leg=2024,true,approved
dep-75-andra-claudia-constantinescu,Andra-Claudia Constantinescu,andra-claudia-constantinescu,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.9 BRĂILA,/photos/portraits/dep-75-andra-claudia-constantinescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=75&cam=2&leg=2024,true,approved
dep-221-andreea-firuta-neacsu,Andreea-Firuţa Neacşu,andreea-firuta-neacsu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.29 NEAMŢ,/photos/portraits/dep-221-andreea-firuta-neacsu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=221&cam=2&leg=2024,true,approved
dep-67-andreea-petronela-cimpianu,Andreea-Petronela Cîmpianu,andreea-petronela-cimpianu,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.43 - Circumscriptia electorala pentru cetatenii români cu domiciliul în afara tarii,/photos/portraits/dep-67-andreea-petronela-cimpianu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=67&cam=2&leg=2024,true,approved
dep-86-andrei-csillag,Andrei Csillag,andrei-csillag,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.6 BISTRIŢA-NĂSĂUD,/photos/portraits/dep-86-andrei-csillag.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=86&cam=2&leg=2024,true,approved
dep-118-andrei-daniel-gheorghe,Andrei Daniel Gheorghe,andrei-daniel-gheorghe,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.25 ILFOV,/photos/portraits/dep-118-andrei-daniel-gheorghe.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=118&cam=2&leg=2024,true,approved
dep-93-andrei-dolineaschi,Andrei Dolineaschi,andrei-dolineaschi,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-93-andrei-dolineaschi.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=93&cam=2&leg=2024,true,approved
dep-247-andrei-george-plujar,Andrei George Plujar,andrei-george-plujar,USR,USR,Camera Deputatilor,circumscriptia electorala nr.11 CARAŞ-SEVERIN,/photos/portraits/dep-247-andrei-george-plujar.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=247&cam=2&leg=2024,true,approved
dep-206-andrei-molnar,Andrei Molnar,andrei-molnar,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.37 TIMIŞ,/photos/portraits/dep-206-andrei-molnar.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=206&cam=2&leg=2024,true,approved
dep-137-andrei-cosmin-gusa,Andrei-Cosmin Guşă,andrei-cosmin-gusa,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-137-andrei-cosmin-gusa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=137&cam=2&leg=2024,true,approved
dep-121-andrei-florin-gheorghiu,Andrei-Florin Gheorghiu,andrei-florin-gheorghiu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.40 VÂLCEA,/photos/portraits/dep-121-andrei-florin-gheorghiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=121&cam=2&leg=2024,true,approved
dep-300-andrei-ionut-teslariu,Andrei-Ionuţ Teslariu,andrei-ionut-teslariu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.39 VASLUI,/photos/portraits/dep-300-andrei-ionut-teslariu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=300&cam=2&leg=2024,true,approved
dep-182-aneta-matei,Aneta Matei,aneta-matei,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.19 GIURGIU,/photos/portraits/dep-182-aneta-matei.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=182&cam=2&leg=2024,true,approved
dep-302-angel-tilvar,Angel Tîlvăr,angel-tilvar,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.41 VRANCEA,/photos/portraits/dep-302-angel-tilvar.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=302&cam=2&leg=2024,true,approved
dep-161-anquetil-karoly-kolcsar,Anquetil-Károly Kolcsár,anquetil-karoly-kolcsar,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-161-anquetil-karoly-kolcsar.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=161&cam=2&leg=2024,true,approved
dep-255-antonio-gabi-popescu,Antonio-Gabi Popescu,antonio-gabi-popescu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.40 VÂLCEA,/photos/portraits/dep-255-antonio-gabi-popescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=255&cam=2&leg=2024,true,approved
dep-69-ariadna-elena-cirligeanu,Ariadna-Elena Cîrligeanu,ariadna-elena-cirligeanu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.7 BOTOŞANI,/photos/portraits/dep-69-ariadna-elena-cirligeanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=69&cam=2&leg=2024,true,approved
dep-39-ariana-oana-bucur,Ariana-Oana Bucur,ariana-oana-bucur,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-39-ariana-oana-bucur.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=39&cam=2&leg=2024,true,approved
dep-180-attila-gabor-marko,Attila-Gábor Markó,attila-gabor-marko,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-180-attila-gabor-marko.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=180&cam=2&leg=2024,true,approved
dep-138-augustin-florin-hagiu,Augustin-Florin Hagiu,augustin-florin-hagiu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-138-augustin-florin-hagiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=138&cam=2&leg=2024,true,approved
dep-116-aurora-adela-geamanu,Aurora-Adela Geamănu,aurora-adela-geamanu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-116-aurora-adela-geamanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=116&cam=2&leg=2024,true,approved
dep-280-aurora-tasica-simu,Aurora-Tasica Simu,aurora-tasica-simu,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.13 CLUJ,/photos/portraits/dep-280-aurora-tasica-simu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=280&cam=2&leg=2024,true,approved
dep-114-bianca-eugenia-gavrila,Bianca-Eugenia Gavrilă,bianca-eugenia-gavrila,POT,POT,Camera Deputatilor,circumscriptia electorala nr.1 ALBA,/photos/portraits/dep-114-bianca-eugenia-gavrila.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=114&cam=2&leg=2024,true,approved
dep-307-bogdan-gheorghe-trif,Bogdan Gheorghe Trif,bogdan-gheorghe-trif,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.34 SIBIU,/photos/portraits/dep-307-bogdan-gheorghe-trif.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=307&cam=2&leg=2024,true,approved
dep-286-bogdan-alin-stoica,Bogdan-Alin Stoica,bogdan-alin-stoica,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-286-bogdan-alin-stoica.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=286&cam=2&leg=2024,true,approved
dep-303-bogdan-andrei-toader,Bogdan-Andrei Toader,bogdan-andrei-toader,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-303-bogdan-andrei-toader.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=303&cam=2&leg=2024,true,approved
dep-194-bogdan-florian-mihuti,Bogdan-Florian Mihuţi,bogdan-florian-mihuti,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.30 OLT,/photos/portraits/dep-194-bogdan-florian-mihuti.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=194&cam=2&leg=2024,true,approved
dep-157-bogdan-gruia-ivan,Bogdan-Gruia Ivan,bogdan-gruia-ivan,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.6 BISTRIŢA-NĂSĂUD,/photos/portraits/dep-157-bogdan-gruia-ivan.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=157&cam=2&leg=2024,true,approved
dep-269-bogdan-ionel-rodeanu,Bogdan-Ionel Rodeanu,bogdan-ionel-rodeanu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.18 GALAŢI,/photos/portraits/dep-269-bogdan-ionel-rodeanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=269&cam=2&leg=2024,true,approved
dep-143-bogdan-iulian-hutuca,Bogdan-Iulian Huţucă,bogdan-iulian-hutuca,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.14 CONSTANŢA,/photos/portraits/dep-143-bogdan-iulian-hutuca.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=143&cam=2&leg=2024,true,approved
dep-159-boglarka-kantor,Boglárka Kántor,boglarka-kantor,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.39 VASLUI,/photos/portraits/dep-159-boglarka-kantor.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=159&cam=2&leg=2024,true,approved
dep-87-botond-csoma,Botond Csoma,botond-csoma,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.13 CLUJ,/photos/portraits/dep-87-botond-csoma.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=87&cam=2&leg=2024,true,approved
dep-82-brian-cristian,Brian Cristian,brian-cristian,USR,USR,Camera Deputatilor,circumscriptia electorala nr.26 MARAMUREŞ,/photos/portraits/dep-82-brian-cristian.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=82&cam=2&leg=2024,true,approved
dep-329-brigitta-eva-zahoranszki,Brigitta-Eva Zahoranszki,brigitta-eva-zahoranszki,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.26 MARAMUREŞ,/photos/portraits/dep-329-brigitta-eva-zahoranszki.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=329&cam=2&leg=2024,true,approved
dep-135-calin-florin-groza,Călin-Florin Groza,calin-florin-groza,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.26 MARAMUREŞ,/photos/portraits/dep-135-calin-florin-groza.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=135&cam=2&leg=2024,true,approved
dep-185-calin-gheorghe-maties,Călin-Gheorghe Matieş,calin-gheorghe-maties,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.1 ALBA,/photos/portraits/dep-185-calin-gheorghe-maties.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=185&cam=2&leg=2024,true,approved
dep-110-calin-gratian-gal,Călin-Graţian Gal,calin-gratian-gal,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.5 BIHOR,/photos/portraits/dep-110-calin-gratian-gal.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=110&cam=2&leg=2024,true,approved
dep-96-catalin-drula,Cătălin Drulă,catalin-drula,USR,USR,Camera Deputatilor,circumscriptia electorala nr.37 TIMIŞ,/photos/portraits/dep-96-catalin-drula.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=96&cam=2&leg=2024,true,approved
dep-202-catalin-viorel-mindroc,Cătălin-Viorel Mîndroc,catalin-viorel-mindroc,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.3 ARGEŞ,/photos/portraits/dep-202-catalin-viorel-mindroc.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=202&cam=2&leg=2024,true,approved
dep-94-cezar-mihail-dragoescu,Cezar-Mihail Drăgoescu,cezar-mihail-dragoescu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-94-cezar-mihail-dragoescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=94&cam=2&leg=2024,true,approved
dep-62-ciprian-ciubuc,Ciprian Ciubuc,ciprian-ciubuc,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.29 NEAMŢ,/photos/portraits/dep-62-ciprian-ciubuc.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=62&cam=2&leg=2024,true,approved
dep-234-ciprian-pandea,Ciprian Pandea,ciprian-pandea,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.12 CĂLĂRAŞI,/photos/portraits/dep-234-ciprian-pandea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=234&cam=2&leg=2024,true,approved
dep-235-ciprian-constantin-paraschiv,Ciprian-Constantin Paraschiv,ciprian-constantin-paraschiv,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.24 IAŞI,/photos/portraits/dep-235-ciprian-constantin-paraschiv.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=235&cam=2&leg=2024,true,approved
dep-294-ciprian-constantin-serban,Ciprian-Constantin Şerban,ciprian-constantin-serban,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.29 NEAMŢ,/photos/portraits/dep-294-ciprian-constantin-serban.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=294&cam=2&leg=2024,true,approved
dep-267-ciprian-doru-rigman,Ciprian-Doru Rigman,ciprian-doru-rigman,USR,USR,Camera Deputatilor,circumscriptia electorala nr.13 CLUJ,/photos/portraits/dep-267-ciprian-doru-rigman.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=267&cam=2&leg=2024,true,approved
dep-92-ciprian-minodor-dobre,Ciprian-Minodor Dobre,ciprian-minodor-dobre,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-92-ciprian-minodor-dobre.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=92&cam=2&leg=2024,true,approved
dep-178-claudiu-manta,Claudiu Manta,claudiu-manta,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.20 GORJ,/photos/portraits/dep-178-claudiu-manta.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=178&cam=2&leg=2024,true,approved
dep-220-claudiu-iulius-gavril-nasui,Claudiu-Iulius-Gavril Năsui,claudiu-iulius-gavril-nasui,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-220-claudiu-iulius-gavril-nasui.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=220&cam=2&leg=2024,true,approved
dep-77-codruta-maria-corches,Codruţa-Maria Corcheş,codruta-maria-corches,POT,POT,Camera Deputatilor,circumscriptia electorala nr.37 TIMIŞ,/photos/portraits/dep-77-codruta-maria-corches.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=77&cam=2&leg=2024,true,approved
dep-12-corina-atanasiu,Corina Atanasiu,corina-atanasiu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.41 VRANCEA,/photos/portraits/dep-12-corina-atanasiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=12&cam=2&leg=2024,true,approved
dep-8-cosmin-andrei,Cosmin Andrei,cosmin-andrei,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.38 TULCEA,/photos/portraits/dep-8-cosmin-andrei.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=8&cam=2&leg=2024,true,approved
dep-142-cosmin-hristu,Cosmin Hristu,cosmin-hristu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.14 CONSTANŢA,/photos/portraits/dep-142-cosmin-hristu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=142&cam=2&leg=2024,true,approved
dep-78-cosmin-ioan-corendea,Cosmin-Ioan Corendea,cosmin-ioan-corendea,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.19 GIURGIU,/photos/portraits/dep-78-cosmin-ioan-corendea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=78&cam=2&leg=2024,true,approved
dep-154-cosmin-teodor-iosub,Cosmin-Teodor Iosub,cosmin-teodor-iosub,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-154-cosmin-teodor-iosub.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=154&cam=2&leg=2024,true,approved
